ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
7,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,165,41,C,40.81,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,025.00",14.03,0.01
Unit 8 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,150,35,C+,34.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,750.00",12.75,0.01
Unit 10 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,150,35,C+,34.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,750.00",12.75,0.01
Unit 5-6 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,324,48,D+,47.54,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"27,540.00",27.54,0.03
Unit 2-4 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,472,45,C,45.46,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"56,640.00",56.64,0.06
112A Cornwall Street South,,Glasgow,G41 1AA,Office/Workshop,Offices and Workshop businesses,286,13,A,13.48,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"8,580.00",8.58,0.01
112 CORNWALL STREET SOUTH,,GLASGOW,G41 1AA,Office/Workshop,Offices and Workshop businesses,1024,19,B+,18.74,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"56,320.00",56.32,0.06
Unit 1 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,159,35,C+,35.1,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"13,515.00",13.52,0.01
Unit 9 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,150,35,C+,34.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,750.00",12.75,0.01
Unit 11 - 12 Century Business Park,Cornwall Street South,Glasgow,G41 1AA,General Industrial,General Industrial and Special Industrial Groups,295,32,C+,32.15,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"25,075.00",25.08,0.03
Clutha House,120 Cornwall Street South,Glasgow,G41 1AF,Office/Workshop,Offices and Workshop businesses,1759,47,D+,47.29,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"175,900.00",175.9,0.18
38 Cornwall Street,Govan,Glasgow,G41 1AQ,Community/Day Centre,Non-residential Institutions: Community/Day Centre,161,95,F,95.16,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"19,320.00",19.32,0.02
4-6 Cornwall Street,,Glasgow,G41 1AQ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,237,108,G,108.31,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,440.00",28.44,0.03
12 CORNWALL STREET,,GLASGOW,G41 1AQ,Retail/Financial,Retail/Financial and Professional services,141,209,G,208.86,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"16,920.00",16.92,0.02
CHESTER PARK CARE HOME,40 LAMBHILL STREET,GLASGOW,G41 1AU,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,4000,79,E,79.08,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"480,000.00",480,0.48
ABERGATE HOUSE,22 MILNPARK STREET,GLASGOW,G41 1BB,Office/Workshop,Offices and Workshop businesses,320,30,B,30.38,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"17,600.00",17.6,0.02
Unit 15 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",117,47,D+,47.19,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"11,700.00",11.7,0.01
Unit 5 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Retail/Financial,Retail/Financial and Professional services,453,55,D,55.2,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"45,300.00",45.3,0.05
Unit 9 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,106,19,B+,19.21,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,830.00",5.83,0.01
Unit 8 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,235,29,B,29.09,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"12,925.00",12.93,0.01
Unit 10-13 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,986,67,E+,66.5,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"118,320.00",118.32,0.12
Unit 14 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,176,50,D+,49.57,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"17,600.00",17.6,0.02
Unit 3 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,General Industrial,General Industrial and Special Industrial Groups,7128,62,E+,61.65,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"855,360.00",855.36,0.86
57 Durham Street,,Glasgow,G41 1BS,General Industrial,General Industrial and Special Industrial Groups,951,102,G,101.67,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"114,120.00",114.12,0.11
Unit 4 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,354,38,C,37.75,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"42,480.00",42.48,0.04
Unit 6 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,482,64,E+,63.8,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"57,840.00",57.84,0.06
Unit 1 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,General Industrial,General Industrial and Special Industrial Groups,1118,17,B+,16.94,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"61,490.00",61.49,0.06
Unit 7 Claremont Centre,15-39 Durham Street,Glasgow,G41 1BS,Office/Workshop,Offices and Workshop businesses,359,79,E,78.92,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"43,080.00",43.08,0.04
544 Scotland Street,,Glasgow,G41 1BZ,Office/Workshop,Offices and Workshop businesses,1609,61,E+,60.75,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"193,080.00",193.08,0.19
542 Scotland Street West,,Glasgow,G41 1BZ,Office/Workshop,Offices and Workshop businesses,128,105,G,104.64,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"15,360.00",15.36,0.02
UNIT 16,544 SCOTLAND STREET WEST,GLASGOW,G41 1BZ,Office/Workshop,Offices and Workshop businesses,295,8,A,8.47,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,850.00",8.85,0.01
544 Scotland Street West,,Glasgow,G41 1BZ,Office/Workshop,Offices and Workshop businesses,1469,66,E+,65.93,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"176,280.00",176.28,0.18
65 SUSSEX STREET,,GLASGOW,G41 1DX,General Industrial,General Industrial and Special Industrial Groups,412,37,C+,37.23,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"35,020.00",35.02,0.04
78 MIDDLESEX STREET,,GLASGOW,G41 1EE,General Industrial,General Industrial and Special Industrial Groups,659,14,A,14.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"19,770.00",19.77,0.02
87 MIDDLESEX STREET,,GLASGOW,G41 1EE,General Industrial,General Industrial and Special Industrial Groups,3193,69,E+,68.81,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"383,160.00",383.16,0.38
Unit 74,78 Middlesex Street,Glasgow,G41 1EE,Office/Workshop,Offices and Workshop businesses,180,43,C,43.06,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,600.00",21.6,0.02
85-87 Portman Street,Kinning Park,Glasgow,G41 1EJ,Education,Non-residential Institutions: Education,600,17,B+,16.84,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"33,000.00",33,0.03
67 Portman Street,,Glasgow,G41 1EJ,Hotel,Hotels,1706,60,D,60.48,Photovoltaics,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"170,600.00",170.6,0.17
Common Areas,10 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,47,37,C+,36.59,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"3,995.00",4,0
Unit 9 Centurion Business Park,18 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,641,17,B+,17.18,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"35,255.00",35.26,0.04
8 SEAWARD PLACE,,GLASGOW,G41 1HH,Office/Workshop,Offices and Workshop businesses,519,16,B+,16.03,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,545.00",28.55,0.03
4 Seaward Place,,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,529,56,D,56.47,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"52,900.00",52.9,0.05
First Floor Office,10 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,123,16,B+,15.92,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"6,765.00",6.77,0.01
Ground Floor South,5 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,500,19,B+,19.31,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"27,500.00",27.5,0.03
Ground Floor Office,10 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,118,11,A,10.99,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"3,540.00",3.54,0
10 Seaward Place,,GLASGOW,G41 1HH,Office/Workshop,Offices and Workshop businesses,280,51,D+,51.46,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,000.00",28,0.03
Ground Floor North,5 Seward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,716,27,B,27.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"39,380.00",39.38,0.04
First Floor,7 Seaward Place,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,128,22,B+,22.48,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"7,040.00",7.04,0.01
14 SEAWARD PLACE,,GLASGOW,G41 1HH,Office/Workshop,Offices and Workshop businesses,529,53,D,52.73,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"52,900.00",52.9,0.05
3 Seaward Place,,Glasgow,G41 1HH,Office/Workshop,Offices and Workshop businesses,1208,54,D,54.01,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"120,800.00",120.8,0.12
82 Seaward Street,,Glasgow,G41 1HJ,Retail/Financial,Retail/Financial and Professional services,897,119,G,119.17,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"107,640.00",107.64,0.11
89 SEAWARD STREET,,GLASGOW,G41 1HJ,Office/Workshop,Offices and Workshop businesses,1283,18,B+,18.13,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"70,565.00",70.57,0.07
Office Space,76-78 Seaward Street,Glasgow,G41 1HJ,Office/Workshop,Offices and Workshop businesses,199,445,G,444.87,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"23,880.00",23.88,0.02
Function Suite,76-78 Seaward Street,Glasgow,G41 1HJ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,730,246,G,245.79,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"87,600.00",87.6,0.09
44 Seaward Street,,Glasgow,G41 1HJ,Retail/Financial,Retail/Financial and Professional services,799,62,E+,62.01,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"95,880.00",95.88,0.1
64 Seaward Street,,Glasgow,G41 1HJ,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,269,474,G,474.1,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"32,280.00",32.28,0.03
95 Seaward Street,,Glasgow,G41 1HJ,Retail/Financial,A1/A2 Retail and Financial/Professional services,3008,61,E+,60.56,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"360,960.00",360.96,0.36
17 ADMIRAL STREET,,GLASGOW,G41 1HP,Office/Workshop,Offices and Workshop businesses,100,59,D,58.81,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"10,000.00",10,0.01
7 ADMIRAL STREET,,GLASGOW,G41 1HP,Office/Workshop,Offices and Workshop businesses,195,38,C,38.23,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"23,400.00",23.4,0.02
19 ADMIRAL STREET,,GLASGOW,G41 1HP,Office/Workshop,Offices and Workshop businesses,336,55,D,54.8,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"33,600.00",33.6,0.03
31-37 Admiral Street,,Glasogw,G41 1HP,Retail/Financial,Retail/Financial and Professional services,2007,135,G,134.76,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"240,840.00",240.84,0.24
25-27 Admiral Street,,Glasgow,G41 1HP,General Industrial,General Industrial and Special Industrial Groups,577,69,E+,69.36,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"69,240.00",69.24,0.07
36 ADMIRAL STREET,,GLASGOW,G41 1HU,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,84,24,B,23.78,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"4,620.00",4.62,0
40 ADMIRAL STREET,,GLASGOW,G41 1HU,Retail/Financial,Retail/Financial and Professional services,336,59,D,59.16,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"33,600.00",33.6,0.03
26 Stanley Street,,Glasgow,G41 1JB,Retail/Financial,Retail/Financial and Professional services,1447,26,B,25.59,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"79,585.00",79.59,0.08
70 Stanley Street,,GLASGOW,G41 1JB,Office/Workshop,Offices and Workshop businesses,196,136,G,136.37,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,520.00",23.52,0.02
18-20 Stanley Street,,Glasgow,G41 1JB,Office/Workshop,Offices and Workshop businesses,513,56,D,55.97,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"51,300.00",51.3,0.05
78A STANLEY STREET,,GLASGOW,G41 1JH,Office/Workshop,Offices and Workshop businesses,262,96,F,96.26,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"31,440.00",31.44,0.03
126-136 Stanley Street,,Glasgow,G41 1JH,Office/Workshop,Offices and Workshop businesses,3905,78,E,78.13,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"468,600.00",468.6,0.47
50 MARLOW STREET,,GLASGOW,G41 1LR,General Industrial,General Industrial and Special Industrial Groups,880,69,E+,69.11,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"105,600.00",105.6,0.11
Unit 1 Excelsior Industrial Estate,Vermont Street,Glasgow,G41 1LU,General Industrial,General Industrial and Special Industrial Groups,258,102,G,101.8,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"30,960.00",30.96,0.03
"Unit B, Excelsior Industrial Estate",Vermont Street,Glasgow,G41 1LU,Retail/Financial,Retail/Financial and Professional services,1360,35,C+,34.98,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"115,600.00",115.6,0.12
Unit 6 Excelsior Industrial Estate,Vermont Street,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,398,12,A,12.42,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"11,940.00",11.94,0.01
Unit 1,Excelsior Industrial Estate,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,267,12,A,11.68,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"8,010.00",8.01,0.01
Unit 2,Excelsior Industrial Estate,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,273,19,B+,18.98,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,190.00",8.19,0.01
"Unit 7-8, Excelsior Industrial Estate",Vermont Street,Glasgow,G41 1LU,Retail/Financial,Retail/Financial and Professional services,805,14,A,14.32,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"24,150.00",24.15,0.02
Unit A Excelsior Industrial Estate,Vermont Street,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,2603,25,B,24.7,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"78,090.00",78.09,0.08
Unit A,91 Vermont Street,Glasgow,G41 1LU,Office/Workshop,Offices and Workshop businesses,2072,57,D,57.31,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"207,200.00",207.2,0.21
Unit 5,81 Vermont Street,Glasgow,G41 1LU,General Industrial,General Industrial and Special Industrial Groups,401,58,D,57.59,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"40,100.00",40.1,0.04
Unit B,91 Vermont Street,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,912,64,E+,63.53,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"27,360.00",27.36,0.03
Unit 3-4 Excelsior Industrial Estate,Vermont Street,Glasgow,G41 1LU,Retail/Financial,Retail/Financial and Professional services,533,9,A,9.09,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"15,990.00",15.99,0.02
Unit 7 & 8,85-87 Vermont Street,Glasgow,G41 1LU,General Industrial,General Industrial and Special Industrial Groups,824,47,D+,46.54,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"82,400.00",82.4,0.08
"Unit 5, Excelsior Industrial Estate",Vernon Street,Glasgow,G41 1LU,Storage/Distribution,Storage or Distribution,393,13,A,12.71,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"11,790.00",11.79,0.01
Unit 6,83 Vermont Street,Glasgow,G41 1LU,General Industrial,General Industrial and Special Industrial Groups,401,59,D,59.14,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"40,100.00",40.1,0.04
240-242 Seaward Street,,Glasgow,G41 1NG,Storage/Distribution,Storage or Distribution,924,13,A,12.9,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"27,720.00",27.72,0.03
Rear Unit,244 Seaward Street,Glasgow,G41 1NG,Storage/Distribution,Storage or Distribution,681,29,B,28.85,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"20,430.00",20.43,0.02
246 SEAWARD STREET,,GLASGOW,G41 1NG,Storage/Distribution,Storage or Distribution,767,13,A,12.78,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,010.00",23.01,0.02
250 SEAWARD STREET,,GLASGOW,G41 1NG,Office/Workshop,Offices and Workshop businesses,1379,33,C+,32.54,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"117,215.00",117.22,0.12
248 SEAWARD STREET,,GLASGOW,G41 1NG,Office/Workshop,Offices and Workshop businesses,480,57,D,56.55,Other non-calculated,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"48,000.00",48,0.05
Front Unit,244 Seaward Street,Glasgow,G41 1NG,Storage/Distribution,Storage or Distribution,476,14,A,14.37,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,280.00",14.28,0.01
150 MCCULLOCH STREET,,GLASGOW,G41 1NX,Retail/Financial,Retail/Financial and Professional services,27,40,C,39.99,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,240.00",3.24,0
148 MCCULLOCH STREET,,GLASGOW,G41 1NX,Retail/Financial,Retail/Financial and Professional services,35,24,B,24.2,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"1,925.00",1.93,0
120 McCulloch Street,,Glasgow,G41 1NX,Education,Non-residential Institutions: Education,4154,18,B+,17.53,CHP generators,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"228,470.00",228.47,0.23
427 SHIELDS ROAD,,GLASGOW,G41 1NY,Retail/Financial,Retail/Financial and Professional services,25,35,C+,35.29,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"2,125.00",2.13,0
413 SHIELDS ROAD,,GLASGOW,G41 1NY,Office/Workshop,Offices and Workshop businesses,150,13,A,12.74,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"4,500.00",4.5,0
231 ST ANDREWS ROAD,,GLASGOW,G41 1PD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,309,33,C+,33.13,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"26,265.00",26.27,0.03
225 ST ANDREWS ROAD,,GLASGOW,G41 1PD,Retail/Financial,Retail/Financial and Professional services,100,72,E,72.21,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,000.00",12,0.01
260 MAXWELL ROAD,,GLASGOW,G41 1PJ,Office/Workshop,Offices and Workshop businesses,117,93,F,93.36,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,040.00",14.04,0.01
197 POLLOKSHAWS ROAD,,GLASGOW,G41 1PS,Storage/Distribution,Storage or Distribution,4705,17,B+,17.4,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"141,150.00",141.15,0.14
181 POLLOKSHAWS ROAD,,GLASGOW,G41 1PU,Office/Workshop,Offices and Workshop businesses,1814,39,C,38.97,Other non-calculated,Grid supplied,Natural Gas,Air Conditioning,,"217,680.00",217.68,0.22
100 Pollokshaws Road,,Glasgow,G41 1PZ,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,1315,258,G,258.15,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"197,250.00",197.25,0.2
328 POLLOKSHAWS ROAD,,GLASGOW,G41 1QS,Retail/Financial,Retail/Financial and Professional services,70,86,F+,85.86,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,400.00",8.4,0.01
350 POLLOKSHAWS ROAD,,GLASGOW,G41 1QS,Retail/Financial,Retail/Financial and Professional services,382,94,F,93.7,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"45,840.00",45.84,0.05
381 POLLOKSHAWS ROAD,,GLASGOW,G41 1QZ,Office/Workshop,Offices and Workshop businesses,417,14,A,13.73,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,510.00",12.51,0.01
381A POLLOKSHAWS ROAD,,GLASGOW,G41 1QZ,Office/Workshop,Offices and Workshop businesses,466,56,D,56.3,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"46,600.00",46.6,0.05
Unit 1B North St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,General Industrial,General Industrial and Special Industrial Groups,493,38,C,38.29,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"59,160.00",59.16,0.06
Unit 1E-1F St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,Storage/Distribution,Storage or Distribution,1087,7,A+,6.78,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"32,610.00",32.61,0.03
Unit 1C-1D St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,Storage/Distribution,Storage or Distribution,1083,7,A+,6.59,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"32,490.00",32.49,0.03
Unit 1A St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,General Industrial,General Industrial and Special Industrial Groups,536,38,C,37.94,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"64,320.00",64.32,0.06
Unit 3 St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,Storage/Distribution,Storage or Distribution,710,21,B+,20.69,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"21,300.00",21.3,0.02
Unit 1B St Andrews Industrial Estate,Devon Place,Glasgow,G41 1RD,General Industrial,General Industrial and Special Industrial Groups,545,58,D,58.26,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"54,500.00",54.5,0.05
Unit 3 and 4 Kinning Parkway,Maclellan Street,Glasgow,G41 1RR,General Industrial,General Industrial and Special Industrial Groups,888,55,D,54.71,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"88,800.00",88.8,0.09
211 MACLELLAN STREET,,GLASGOW,G41 1RR,General Industrial,General Industrial and Special Industrial Groups,2805,13,A,13.12,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"84,150.00",84.15,0.08
Unit 2,231 Maclellan Street,Glasgow,G41 1RR,General Industrial,General Industrial and Special Industrial Groups,1990,96,F,95.95,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"238,800.00",238.8,0.24
217 MACLELLAN STREET,,GLASGOW,G41 1RR,Office/Workshop,B1 Offices and Workshop businesses,258,49,D+,49.45,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"25,800.00",25.8,0.03
Unit 3 Kinning Parkway,Maclellan Street,Glasgow,G41 1RR,Miscellaneous 24 hr activity,Others: Miscellaneous 24hr activities,1005,1082,G,1081.53,None,Grid supplied,Natural Gas,Air Conditioning,,"120,600.00",120.6,0.12
Unit 1D Milnpark Trading Estate,,GLASGOW,G41 1SB,Office/Workshop,Offices and Workshop businesses,185,68,E+,67.81,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"22,200.00",22.2,0.02
Unit 3C,Milnpark Trading Estate,GLASGOW,G41 1SB,Office/Workshop,B1 Offices and Workshop businesses,550,60,D,60.3,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"55,000.00",55,0.06
,Unit 1B,GLASGOW,G41 1SB,Office/Workshop,Offices and Workshop businesses,180,48,D+,47.64,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"18,000.00",18,0.02
Unit 3E,Milnpark Trading Estate,Glasgow,G41 1SB,Storage/Distribution,Storage or Distribution,496,48,D+,47.62,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,880.00",14.88,0.01
Unit 3D,Milnpark Trading Estate,GLASGOW,G41 1SB,Office/Workshop,Offices and Workshop businesses,520,75,E,74.66,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"62,400.00",62.4,0.06
,14 LAMBHILL QUADRANT,GLASGOW,G41 1SB,Storage/Distribution,Storage or Distribution,508,52,D+,51.79,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"15,240.00",15.24,0.02
"Units 2B,C and D",Milnpark Trading Estate,Glasgow,G41 1SB,Storage/Distribution,Storage or Distribution,1964,60,D,59.63,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"58,920.00",58.92,0.06
Unit 1C,Milnpark Trading Estate,GLASGOW,G41 1SB,Office/Workshop,Offices and Workshop businesses,282,57,D,56.95,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,200.00",28.2,0.03
